,0
377,337472.0690620014
378,395273.7486724993
379,180885.41979405226
380,108261.12696150047
381,146480.14720499748
382,195357.6087929571
383,95242.09448660507
384,242480.77008107633
385,178647.72004779926
386,80585.4634231506
387,129711.00343614328
388,189625.03519234268
389,432896.8387720252
390,112730.38302478589
391,200573.18686419408
392,105227.62930363989
393,102865.57192788759
394,112309.2866240181
395,108473.61211807324
396,114402.57227540405
397,154032.305313277
398,74784.48192091355
399,204926.93717557093
400,243970.95797695997
401,167575.52652713732
402,125905.25202832316
403,249368.10720830772
404,171543.79446951888
405,168094.91956210384
406,125941.80840602759
407,176069.5835657328
408,278281.99393609853
409,245951.50955710938
410,56752.192453105235
411,141833.2192456207
412,222822.3710850112
413,114277.64950273496
414,234204.01414660615
415,181537.7835314779
416,146570.42889021264
417,247278.8455353305
418,125571.1252225638
419,146613.63292699787
420,199420.2835690862
421,218810.13225310761
422,114304.50031783094
423,257660.69120331042
424,139755.78081524494
425,142102.48419186188
426,272190.7364598888
427,114350.27705808914
428,195127.19981525312
429,169786.4181204477
430,92003.55780147752
431,79430.69971524939
432,121674.12031123448
433,177530.71160575416
434,87495.47877974408
435,211976.9752676527
436,118794.52230919494
437,107183.05008268169
438,88664.89973143376
439,112119.88724500815
440,558136.8143493399
441,119923.39467095833
442,149776.5365092255
443,157004.31778914432
444,202038.7418549346
445,134426.43745968543
446,190762.7008720357
447,181562.29353259446
448,114919.42387877346
449,111738.03248453501
450,109352.96671877727
451,281896.2673527847
452,206782.4910643135
453,195354.66281472103
454,184265.41275799667
455,152814.21132313565
456,109448.65425212188
457,251128.56015014398
458,160100.30964324507
459,111943.5038726435
460,256932.46654014642
461,147021.97293202786
462,72892.06761038303
463,184331.77710025967
464,120980.19050461739
465,185896.49552991625
466,161770.9030928706
467,151452.12895624197
468,238826.5067830871
469,184714.2375701701
470,192601.9021085926
471,186651.25039075207
472,146226.0361351931
473,442075.13291729026
474,244749.4485488129
475,132427.6370544873
476,210449.89405084876
477,376514.80520724255
478,294067.7579569072
479,77729.3429015633
480,313731.69086828164
481,372649.5643772665
482,166020.6953892966
483,165602.13450004
484,148252.99262560825
485,144833.40606640407
486,151907.4437873499
487,196747.09781166597
488,158003.9177499955
489,86661.02001468581
490,119438.29201281881
491,130810.33087185227
492,168300.59982122708
493,150111.7228721186
494,87515.12182703846
495,70037.97056218082
496,433083.9761827972
497,193061.89853719895
498,128610.33122439276
499,121295.8647850205
500,105567.24617073753
501,200077.73500204677
502,133011.59474409532
503,279007.0361215601
504,147790.63449694787
505,124925.7517043739
506,218015.8777013461
507,200790.67072065492
508,159178.95770384814
509,133291.55386415616
510,169884.6451100504
511,205855.0399968409
512,130496.64581307292
513,190773.103694463
514,103828.93277152335
515,384829.8022992539
516,162828.31726708822
517,264532.9539245891
518,213531.1489324704
519,229838.77337184674
520,135825.88211911224
521,157036.19293461516
522,108658.5134360138
523,188512.90972006717
524,311528.07618296
525,170589.03674782254
526,126103.39749381963
527,447669.1168388281
528,87711.99167467626
529,201120.22180838056
530,163259.41090551644
531,138807.52488055007
532,110873.55943622538
533,46018.203980216145
534,178956.415731949
535,111502.7242488617
536,193413.18912991203
537,113148.67460170561
538,157959.1961902443
539,268426.42137475597
540,311449.4209496226
541,233006.82196127006
542,194323.3103054206
543,140031.79311422017
544,182177.31524982193
545,229202.26570301357
546,208929.2533305059
547,132504.99968966446
548,125650.93492067188
549,249941.88605250083
550,137132.43530676753
551,113341.62698955549
552,246347.36714201054
553,118777.3083198176
554,247877.84776111378
555,112580.41200809841
556,131972.50173616695
557,123620.8693026241
558,168186.69357332308
559,218823.55624858366
560,126918.80372095689
561,168198.72283195294
562,110339.37942808369
563,187845.33449117927
564,265229.91139358975
565,137515.5580863283
566,317002.3307688549
567,208336.76093800107
568,307958.9661690511
569,143676.29298330916
570,148686.98625052758
571,119255.435073674
572,224713.89794775555
573,171915.6068135677
574,134256.6437979004
575,134267.49083211977
576,141188.65568807683
577,164810.50075026235
578,153387.19643736022
579,142818.8406830871
580,179569.0161038988
581,253516.61564385844
582,120995.46367845107
583,303765.6136215492
584,129062.27627213708
585,374228.85847812163
586,128727.90001780342
587,137670.76908710095
588,144330.98192877855
589,118055.38829489988
590,177111.1417829683
591,455052.71859679994
592,127924.41570751449
593,142003.7521566888
594,111343.3460929158
595,309833.12740639196
596,123385.26639839011
597,190922.98427008942
598,198283.170350988
599,151730.81561760875
600,274392.9425842679
601,146247.18149506627
602,207275.80151187006
603,151517.78866501318
604,208112.67527180508
605,159510.17056429217
606,121700.91476248908
607,193036.4454921638
608,358844.877164816
609,115110.46985793949
610,306160.630037987
611,148246.36581810022
612,259991.98604427537
613,145403.45314935932
614,78319.64140650842
615,138201.39807352133
616,180117.16188151072
617,105333.25805217972
618,306980.8163246579
619,296527.64356831886
620,79855.31292358099
621,219274.7296247979
622,138157.83694476972
623,162894.8256159321
624,163315.6520737849
625,162372.57463569663
626,125583.52013372107
627,150245.26825554535
628,142152.06102887285
629,169566.18590115095
630,138967.84348313787
631,209681.82693842563
632,90102.86148040462
633,135614.1670986273
634,140047.18015936454
635,176704.87495739936
636,58932.731908949776
637,96383.69423842798
638,73921.59695552528
639,258056.60612138937
640,270305.7992530007
641,223897.77618179485
642,343674.50256351585
643,164765.31460244762
644,310974.66851423506
645,138646.31247585587
646,114247.00378572612
647,155177.4012139903
648,149160.34394959128
649,86660.41036664436
650,192272.7596286738
651,111406.64227414025
652,181610.07574167263
653,133631.67683787673
654,349491.2402202721
655,98444.40691468875
656,143841.59863854703
657,147525.29376276897
658,108013.73283976603
659,154545.97774416435
660,189920.57514630826
661,397084.0902807028
662,118907.94671714063
663,136409.53603320254
664,404319.86789361766
665,229172.41980917365
666,128496.64531717291
667,188399.8096191853
668,168704.2239242802
669,140947.35634882626
670,172130.51281672355
671,103158.61340682764
672,175282.88339575115
673,249405.04609454758
674,150659.96047370997
675,148542.4785987863
676,98610.92841198143
677,110857.84087879809
678,374835.5956785342
679,129174.00513418108
680,142441.334804858
681,152232.28039217353
682,173356.12058954715
683,272761.5263932969
684,205661.03212748247
685,205034.82530605062
686,226560.79782069972
687,150370.72288159103
688,385430.77225316066
689,189509.80111830158
690,146467.77591123778
691,688177.9122904153
692,332532.3900666168
693,114622.29123932541
694,134436.84339011073
695,180819.71913532258
696,91686.45670737507
697,125242.08214836128
698,132202.74317128863
699,194278.2022333236
700,302993.011959415
701,148017.63888469778
702,359428.3595842423
703,149780.1577738312
704,200007.82389686536
705,77276.83005864157
706,297112.5986954444
707,212810.13473178892
708,179776.1959467904
709,104915.31449116005
710,52573.900079955136
711,111795.21353076951
712,187210.69502317515
713,118190.4407024285
714,145377.22442708816
715,171249.410890747
716,161958.64867893668
717,157698.18709046926
718,338962.0760621905
719,146281.50748868217
720,271710.95012211613
721,150861.10428459477
722,123855.03226627136
723,134018.1276332137
724,313883.70676135976
725,120578.13554224616
726,200048.76847406948
727,187383.9375002651
728,127611.97444161822
729,139470.93236065225
730,211137.04304075995
731,178569.4521858146
732,209217.42160271853
733,133970.83575663227
734,107741.20972212634
735,161796.92428549496
736,103533.08023096813
737,239708.32851058687
738,160852.7110629055
739,172588.69676697874
740,135183.53530481804
741,135389.93854084244
742,178149.71393530478
743,176417.74839085128
744,176909.8247566302
745,295298.49247031845
746,233087.2503802051
747,222118.01841296838
748,258791.79317938062
749,100857.15721960222
750,93472.11432433603
751,161205.75076140562
752,211112.36346461668
753,268531.3116887041
754,154675.93718467752
755,173487.62955837557
756,193176.47409308105
757,147083.6983912373
758,161970.30597255245
759,287262.06002070615
760,129690.53004821781
761,110290.55441444661
762,228492.934199331
763,333790.1913957871
764,265217.1540112141
765,263201.575319467
766,194752.82767550898
767,161121.30363189077
768,202217.05110210582
769,539360.0150551362
770,121636.6265859743
771,108638.62120665402
772,108340.93273755077
773,118258.64626279828
774,392123.2606271828
775,169390.12130152795
776,224317.17072465512
777,140623.74931597398
778,152379.00760908515
779,143541.56831231137
780,170977.22005243666
781,170789.11056943305
782,185575.59188170245
783,162215.77445218165
784,132859.63747643842
785,157307.10268089361
786,149740.7453598684
787,232860.9448104589
788,112569.82430578527
789,178439.48534867255
790,173262.03654985563
791,147257.4345334581
792,245107.8913096117
793,227217.95908630214
794,191487.84748831196
795,165630.64493846337
796,143627.0092756036
797,111134.0978828501
798,489755.94308080507
799,153331.82228335258
800,183292.3386932285
801,112386.81065792339
802,188797.29410661297
803,556769.2053875643
804,128382.20190947814
805,227763.4732728274
806,154387.0816881339
807,222675.73888640574
808,161237.7030564114
809,117812.08649329515
810,176482.9950847181
811,146722.82322705342
812,56827.63263783258
813,169525.42960372925
814,106454.50279974984
815,221610.28111736412
816,134390.0026649099
817,266309.6789556643
818,145707.63779023118
819,204952.4089602644
820,186469.9226662321
821,109105.66536620322
822,204019.50450856678
823,153442.92953969495
824,203435.84815734514
825,326347.09070938267
826,102234.29336713771
827,193310.3985673797
828,191055.28871260115
829,149752.3614485115
830,155094.7278814231
831,150085.6419329382
832,240085.2203990117
833,170004.08705171922
834,150401.756026857
835,135552.43771251227
836,164381.09099172475
837,99284.29655338344
838,147865.3477039912
839,136233.4519286911
840,147276.52459262486
841,162487.83766224328
842,173848.16178211986
843,168055.00546286165
844,182113.57307550395
845,170746.090579006
846,203320.47446153473
847,125016.99037239843
848,232710.5858178125
849,178790.5356973408
850,146234.33807716068
851,219809.93160953754
852,171149.60499791114
853,160602.05674217775
854,175961.5810879885
855,119979.45492110011
856,146558.0384437812
857,180250.98967273463
858,172267.07815340516
859,248511.79587538712
860,184974.0444074871
861,130960.88092578895
862,152050.2086926947
863,136092.82865135907
864,238889.36164687507
865,162661.08716226977
866,247634.6961295212
867,134014.935164577
868,171418.0004813968
869,237798.97215362766
870,127816.07858123632
871,196181.55067941803
872,125838.69880518151
873,137836.70313004727
874,71779.38612706425
875,261093.34886248133
876,126237.76970637304
877,348461.8427431573
878,152834.70809169265
879,127462.87269647219
880,161558.85661585187
881,187631.27978613353
882,196577.88661840427
883,119151.0013308809
884,104462.60493745655
885,316701.6889454417
886,147004.1508330952
887,143023.3199793204
888,259219.9036351618
889,151553.86614875004
890,116266.78372951907
891,170325.40182201567
892,157830.9302124909
893,162519.53825628807
894,129001.27807535505
895,146580.318173387
896,106900.5073381101
897,135910.79133826675
898,589024.3415950291
899,135181.7259304098
900,111587.26504922048
901,129169.38363763054
902,171951.04076339502
903,231583.5528801442
904,133350.57697558642
905,139078.03180793938
906,251176.86306289348
907,212756.24997694747
908,128298.95351051728
909,174745.09999446868
910,146478.20717880124
911,145517.6734086531
912,91366.9575960099
913,153036.69989777266
914,171695.03398727404
915,80926.91551269099
916,55419.52401683008
917,129822.80351370465
918,231817.01388321174
919,197848.87183034763
920,199801.0459481251
921,132348.86509823022
922,176591.4032392222
923,198597.70795445592
924,211507.14838596812
925,166623.20599843367
926,276052.1562705526
927,176443.00360069808
928,209729.30135125938
929,214052.99593170674
930,182937.39709574834
931,118997.71448375449
932,316853.54933696036
933,181887.2725318026
934,239509.2940128193
935,81025.9062133179
936,180930.48944069553
937,246207.73244501758
938,218483.35197589453
939,233411.628602029
940,149308.3706120561
941,200128.04265466795
942,140246.0745761247
943,144865.68242367072
944,140569.80077508188
945,129114.2218977688
946,144794.03533420086
947,264128.3679929838
948,178385.50460803168
949,196876.42379928997
950,125947.62694505708
951,127836.71666770673
952,131430.41080237713
953,176929.90037128958
954,133517.99338040486
955,145503.8078347083
956,123324.65937234195
957,127378.59031774654
958,179952.44499776806
959,154222.44020937165
960,112842.78928689365
961,268414.9886669152
962,155137.10417720734
963,234861.4728028903
964,230146.63416025945
965,181202.961717557
966,156330.4839070404
967,135702.5493198503
968,55937.186589744735
969,145478.41626834963
970,120545.77882976855
971,166268.45881992043
972,115349.07745183136
973,181568.17793741336
974,167321.65802984408
975,158142.51388934592
976,84508.76956824708
977,181293.21240098216
978,111446.79463167224
979,140923.81298423422
980,160618.63666833114
981,331729.81948332314
982,166182.5487046504
983,203156.30532486562
984,132359.04013447178
985,122339.81937199853
986,126396.25559133622
987,400278.4742755439
988,190877.87476809634
989,190369.2056121954
990,348124.08724672213
991,174285.52435782063
992,172029.08577169717
993,169741.55770098738
994,323141.44244055066
995,118189.87153905552
996,134288.0871899936
997,176335.74811672675
998,93068.02957902184
999,198663.7620999986
1000,83333.65263885705
1001,88170.46957604664
1002,227017.3240756022
1003,151956.73891204875
1004,186936.81038703516
1005,151394.89158291437
1006,157321.61034498515
1007,84927.49722418566
1008,232117.51254125775
1009,107926.71736194615
1010,132912.25344063208
1011,109634.76607617833
1012,162920.61145415175
1013,85714.96271686972
1014,120506.30840440805
1015,185721.0248945344
1016,183824.91771184347
1017,184389.7925282439
1018,159667.1549034959
1019,212899.25000430283
1020,165890.9850140065
1021,176267.30264934746
1022,85732.7358810601
1023,183780.60122177185
1024,281652.70526728086
1025,126771.09410287642
1026,170667.99039002418
1027,283343.37300055317
1028,106113.95317635927
1029,109060.78663284997
1030,146887.3931301627
1031,196082.57328957482
1032,304883.1882342321
1033,224124.159465307
1034,114636.96942286186
1035,116888.60362542569
1036,307512.14332944463
1037,275604.8368946466
1038,97902.08415725257
1039,81833.96614879466
1040,171274.0694535751
1041,168441.09240278523
1042,184438.51199040763
1043,261488.59828190075
1044,238630.4010245002
1045,136181.3701104203
1046,556470.1888640734
1047,164751.8997951828
1048,113795.06818311109
1049,87709.29963396293
1050,160770.85439846315
1051,197332.43513394735
1052,166360.2793367259
1053,138202.1802287036
1054,244544.62420140518
1055,179872.88791408695
1056,179768.8245673488
1057,249643.83122122762
1058,332959.4512689309
1059,226717.47374983347
1060,214964.1387429963
1061,84980.47748831923
1062,89168.92774847099
1063,110104.20129358169
1064,162649.51187424452
1065,285667.54446974286
1066,176653.18047417246
1067,162757.69457875955
1068,149322.37608822805
1069,138268.61278121
1070,134406.10688146352
1071,178212.11694914242
1072,97622.31372699708
1073,163257.85544532625
1074,197695.62390047277
1075,212274.6454241328
1076,168966.76715064634
1077,122586.98045451689
1078,147020.65745916904
1079,132267.82440179473
1080,140085.4374719356
1081,125805.14463064367
1082,183647.73561468985
1083,143716.26788856366
1084,188028.63427451192
1085,133910.20511044102
1086,85810.2760969319
1087,250592.96527475104
1088,136651.4883127557
1089,201868.0692002593
1090,99496.13765478265
1091,154728.85658519602
1092,140824.39020859776
1093,145528.35388584
1094,123790.29133789655
1095,177513.3622468406
1096,127414.55141618493
1097,169642.6046463477
1098,123962.0725828182
1099,162626.20581485436
1100,60384.87046201348
1101,117224.55731084496
1102,127757.98981491437
1103,162008.73102025368
1104,106694.38784628478
1105,319969.05939318123
1106,175157.69413974404
1107,273964.35141251597
1108,170769.15096896817
1109,275426.7067165002
1110,183736.8118508516
1111,161854.79567902067
1112,131078.6492664914
1113,140266.95332211317
1114,114611.37412819966
1115,311246.3507075692
1116,193562.51925480476
1117,117663.91728386606
1118,144730.84773683216
1119,115241.46065219851
1120,119331.4414105773
1121,222520.0940816311
1122,113216.3820431412
1123,118917.91754510076
1124,166981.53145533928
1125,116349.71241527206
1126,178528.86971909323
1127,249468.53503572004
1128,200925.69471320853
1129,132397.0727417514
1130,138752.35218077255
1131,95118.62517012027
1132,131100.94419506486
1133,237641.74384156975
1134,183629.38517683538
1135,105129.67506460164
1136,126976.14655203141
1137,95943.66721659274
1138,198178.436443391
1139,140425.48884462754
1140,139109.15439728397
1141,178074.6569495035
1142,420355.0233121589
1143,84045.75696603571
1144,79818.02772458216
1145,139847.63616883758
1146,174089.33040223052
1147,171663.8357919541
1148,110089.13540988343
1149,149166.15195182123
1150,125515.88172502653
1151,157927.29192247792
1152,195084.24733716637
1153,121576.3499521881
1154,201377.8480802839
1155,196006.36275686012
1156,174536.3038746513
1157,227475.05379688545
1158,237676.0139666664
1159,177298.18904051319
1160,150832.07393182983
1161,223604.8104202934
1162,127018.02407766058
1163,119169.14194801828
1164,188748.11258893533
1165,211497.74167208406
1166,242380.80228496197
1167,180471.62509488032
1168,236462.58645851706
1169,605616.564080364
1170,165565.93927503
1171,172004.0117137464
1172,171984.40634402764
1173,200301.6243613972
1174,230992.19604521708
1175,280485.61308137246
1176,121904.75664456886
1177,122182.51131252164
1178,156441.90918793372
1179,95651.05375245545
1180,238792.15263716003
1181,385727.60658864566
1182,658714.0458087614
1183,127438.04330066993
1184,177096.90321960778
1185,107168.75529096377
1186,93092.59880060784
1187,257944.90559896364
1188,198191.21139917336
1189,166222.74693003466
1190,171419.2609047529
1191,174284.6510856711
1192,135327.41213017915
1193,163325.25966782554
1194,162190.68286764325
1195,179168.40473909565
1196,221631.56208103773
1197,150020.64394140564
1198,170429.2279923491
1199,151809.57882642114
1200,116047.51225643551
1201,195802.0384669803
1202,129816.95535426556
1203,198240.1297633917
1204,166623.58908550668
1205,272776.1183441945
1206,113512.36694646545
1207,206772.86871225692
1208,142323.19787437102
1209,287068.343393608
1210,189233.44095130594
1211,172760.3581759566
1212,114372.17109125055
1213,138096.50875287433
1214,136951.62871408043
1215,123352.15314468731
1216,120863.93323961197
1217,232745.6067267859
1218,108808.28505291743
1219,111651.34289435539
1220,135372.10034833482
1221,143706.64378460046
1222,149618.23214783438
1223,146747.3551269904
1224,186739.0868043407
1225,151654.94279187516
1226,217189.85915402524
1227,135158.90462240143
1228,373767.8254691027
1229,131935.94260430103
1230,189084.6669804554
1231,133433.9986128516
1232,127524.48931551822
1233,145748.03929579063
1234,135293.07242461943
1235,141060.00212893865
1236,176302.5252349113
1237,194579.62288186385
1238,152803.84503357555
1239,258346.97117624668
1240,223037.49379494367
1241,227776.2089199171
1242,177409.93285013357
1243,475496.6292205841
1244,200581.83479548257
1245,180199.06895528283
1246,177857.2155726471
1247,156938.5298091844
1248,128807.50132620268
1249,126260.11631904106
1250,239918.8078475036
1251,175933.55665644823
1252,129682.14780632667
1253,287144.1384856903
1254,168574.43508764933
1255,118812.0566700046
1256,299720.21501662815
1257,116038.45313671493
1258,193623.30613361442
1259,164790.42323838032
1260,172015.50624573784
1261,135937.12569183143
1262,185945.50802634849
1263,172424.18731420639
1264,161100.42281872244
1265,167854.4049110686
1266,170641.3989838544
1267,378093.95685958356
1268,379693.38162560295
1269,144036.85646078823
1270,239727.49335031866
1271,176070.69115212228
1272,131222.9399750284
1273,178903.23348207434
1274,139873.94827320275
1275,138403.38809768335
1276,156225.50770845043
1277,196879.84262708185
1278,227267.6398368751
1279,97230.64370968456
1280,225667.96848081824
1281,177352.45769973277
1282,140758.52320971212
1283,143357.6040374343
1284,162427.79567352403
1285,128154.11243909517
1286,151730.66727372212
1287,184475.0519702717
1288,274820.10545984143
1289,276305.6111200343
1290,165239.2259269143
1291,105746.0133483022
1292,121077.36961262535
1293,173228.9076910992
1294,115988.79484972556
1295,145061.57515151254
1296,113396.15252419261
1297,141012.04883952832
1298,160660.0605483967
1299,158361.4867372409
1300,202211.39238622753
1301,172895.2458849408
1302,245850.37928162902
1303,230066.7808820927
1304,133875.9493178421
1305,312074.51757617894
1306,180338.49177101182
1307,137805.6499588261
1308,161049.2923126229
1309,172527.5702351786
1310,320062.9762157358
1311,190598.72834411726
1312,296753.6254642248
1313,330808.98104243475
1314,115868.1836321627
1315,188879.55740492532
1316,285296.08060398605
1317,190196.28867408092
1318,272334.3345665956
1319,109879.06215580125
1320,154488.92619074672
1321,72418.66669229469
1322,186431.9970688139
1323,89537.86538454005
1324,176592.70333066783
1325,59998.510793453155
1326,79029.41320315312
1327,116656.73507565133
1328,231700.10343204773
1329,156685.95463960382
1330,193796.74513275517
1331,116031.85018737892
1332,102826.09133361277
1333,125145.14549827727
1334,118874.45865002721
1335,160837.45518529392
1336,144369.4660384255
1337,54658.21849742051
1338,199282.7582316653
1339,111767.2544055629
1340,121715.3379434742
1341,158112.6633969606
1342,236454.0016657345
1343,172114.26825785256
1344,155485.7058982648
1345,109704.92651502031
1346,256891.2265663323
1347,276569.96540155663
1348,202739.47559212733
1349,136136.82660695646
1350,198000.5712502659
1351,162147.5395843374
1352,111277.3638064902
1353,408570.022389359
1354,221759.38856554334
1355,171153.66002807123
1356,108987.55243872725
1357,150211.61150560074
1358,175330.35542806008
1359,309775.80673667137
1360,175092.80421614848
1361,258292.96384743002
1362,108131.16306537476
1363,158435.27260413877
1364,137865.1624110511
1365,185669.7280997505
